,wd,ws,freq_val
254.0,55.0,4.0,0.0008310520140789988
255.0,55.0,5.0,0.000749576326424195
256.0,55.0,6.0,0.0008147568765480381
257.0,55.0,7.0,0.0008256203015686786
258.0,55.0,8.0,0.0007332811888932343
259.0,55.0,9.0,0.0006137835136661887
260.0,55.0,10.0,0.0005757615260939469
261.0,55.0,11.0,0.0005486029635423457
262.0,55.0,12.0,0.0004942858384391431
263.0,55.0,13.0,0.000342197888150176
264.0,55.0,14.0,0.0002824490505366532
265.0,55.0,15.0,0.0002715856255160127
266.0,55.0,16.0,0.00024442706296441143
267.0,55.0,17.0,0.00023356363794377092
268.0,55.0,18.0,0.00011406596271672534
269.0,55.0,19.0,0.00013579281275800635
270.0,55.0,20.0,5.431712510320254e-05
271.0,55.0,21.0,7.604397514448356e-05
272.0,55.0,22.0,8.14756876548038e-05
273.0,55.0,23.0,0.00013579281275800635
274.0,55.0,24.0,5.974883761352279e-05
275.0,55.0,25.0,3.802198757224178e-05
276.0,60.0,3.0,0.0006137835136661887
277.0,60.0,4.0,0.0007550080389345153
278.0,60.0,5.0,0.0008962325642028418
279.0,60.0,6.0,0.0008799374266718811
280.0,60.0,7.0,0.0007550080389345153
281.0,60.0,8.0,0.0007767348889757962
282.0,60.0,9.0,0.0008473471516099595
283.0,60.0,10.0,0.0005811932386042671
284.0,60.0,11.0,0.00039108330074305825
285.0,60.0,12.0,0.0003584930256811367
286.0,60.0,13.0,0.000342197888150176
287.0,60.0,14.0,0.00023899535045409116
288.0,60.0,15.0,0.00021183678790248988
289.0,60.0,16.0,0.00017924651284056836
290.0,60.0,17.0,0.00015208795028896711
291.0,60.0,18.0,0.00013579281275800635
292.0,60.0,19.0,9.233911267544432e-05
293.0,60.0,20.0,9.777082518576456e-05
294.0,60.0,21.0,8.14756876548038e-05
295.0,60.0,22.0,8.14756876548038e-05
296.0,60.0,23.0,6.518055012384304e-05
297.0,60.0,24.0,8.14756876548038e-05
298.0,60.0,25.0,3.802198757224178e-05
299.0,65.0,3.0,0.0006681006387693913
300.0,65.0,4.0,0.0008038934515273976
301.0,65.0,5.0,0.0008093251640377178
302.0,65.0,6.0,0.0008582105766306001
303.0,65.0,7.0,0.0008201885890583583
304.0,65.0,8.0,0.0005703298135836266
305.0,65.0,9.0,0.0006789640637900317
306.0,65.0,10.0,0.0004725589883978621
307.0,65.0,11.0,0.0004942858384391431
308.0,65.0,12.0,0.00036935645070177727
309.0,65.0,13.0,0.00019554165037152912
310.0,65.0,14.0,0.00020640507539216964
311.0,65.0,15.0,0.00021183678790248988
312.0,65.0,16.0,0.00015751966279928736
313.0,65.0,17.0,0.00015208795028896711
314.0,65.0,18.0,6.518055012384304e-05
315.0,65.0,19.0,5.974883761352279e-05
316.0,65.0,20.0,5.974883761352279e-05
317.0,65.0,21.0,6.518055012384304e-05
318.0,65.0,22.0,5.431712510320254e-05
319.0,65.0,23.0,3.802198757224178e-05
320.0,65.0,24.0,6.518055012384304e-05
321.0,65.0,25.0,5.431712510320254e-05
322.0,70.0,3.0,0.000662668926259071
323.0,70.0,4.0,0.0007115543388519532
324.0,70.0,5.0,0.0007169860513622735
325.0,70.0,6.0,0.000771303176465476
